Timestamp; x; y; z; rx; ry; rz; instruction ID; Game state
14-3-2024 16:15:48;0;0,15;-1,5;0;0;0;0;waiting for user to recenter
14-3-2024 16:15:48;-0,02883019;1,419176;-1,56246;1,069604;356,7852;358,1273;0;waiting for user to recenter
14-3-2024 16:15:48;-0,02920846;1,419176;-1,562709;1,050011;356,8621;358,1384;0;waiting for user to recenter
14-3-2024 16:15:48;-0,02947478;1,419298;-1,562986;0,9618568;356,9312;358,1325;0;waiting for user to recenter
14-3-2024 16:15:48;-0,02949914;1,419317;-1,563012;0,9255036;356,9359;358,1278;0;waiting for user to recenter
14-3-2024 16:15:48;-0,02953519;1,419366;-1,563068;0,9100944;356,938;358,1036;0;waiting for user to recenter
14-3-2024 16:15:48;-0,02959289;1,419434;-1,563127;0,9004427;356,9503;358,0853;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02964095;1,419509;-1,563172;0,8809465;356,9602;358,0711;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02967782;1,419593;-1,563198;0,8497936;356,9692;358,0616;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02971719;1,419652;-1,563185;0,8430651;356,9818;358,0533;0;waiting for user to recenter
14-3-2024 16:15:49;-0,0297541;1,419676;-1,563169;0,8568041;356,9758;358,0428;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02977789;1,419665;-1,563159;0,8814805;356,9905;358,0396;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02979453;1,419664;-1,563128;0,9048539;356,993;358,0259;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02981947;1,419658;-1,56304;0,9055477;357,0059;358,0121;0;waiting for user to recenter
14-3-2024 16:15:49;-0,0298216;1,419594;-1,562934;0,9455669;357,0186;358,0083;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02981354;1,419462;-1,562807;1,019069;357,0155;358,0072;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02979663;1,41935;-1,562645;1,068939;357,0258;358,0056;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02977691;1,419333;-1,562479;1,078472;357,0308;357,9894;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02975015;1,419359;-1,5623;1,06704;357,0406;357,9803;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02970717;1,419388;-1,562124;1,054131;357,0606;357,9695;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02965399;1,419371;-1,561944;1,066219;357,0958;357,9341;0;waiting for user to recenter
14-3-2024 16:15:49;-0,0296069;1,419296;-1,561775;1,108263;357,1291;357,905;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02953786;1,419204;-1,561655;1,153745;357,1512;357,8746;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02946113;1,419137;-1,561586;1,18949;357,184;357,854;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02938792;1,419068;-1,561542;1,237398;357,2068;357,8431;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02930941;1,41902;-1,561509;1,25816;357,2404;357,8429;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02923002;1,418986;-1,56147;1,269988;357,2728;357,8405;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02914855;1,41897;-1,561466;1,288337;357,2893;357,837;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02909333;1,418999;-1,561475;1,305675;357,3134;357,8377;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02905513;1,419048;-1,561466;1,283068;357,3156;357,8371;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02903061;1,419143;-1,561437;1,267403;357,3225;357,8303;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02902232;1,419292;-1,561358;1,184329;357,3164;357,8199;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02902075;1,419442;-1,561202;1,079809;357,3211;357,8214;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02902942;1,419583;-1,561018;1,009712;357,3192;357,7983;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02903079;1,419671;-1,5609;1,00987;357,3338;357,7815;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02903832;1,419712;-1,560802;1,019657;357,3291;357,7693;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02905495;1,419741;-1,5607;1,025545;357,3263;357,7666;0;waiting for user to recenter
14-3-2024 16:15:49;-0,02908213;1,419765;-1,560594;1,023394;357,3238;357,7552;0;waiting for user to recenter
