Timestamp; x; y; z; rx; ry; rz; instruction ID; Game state
14-3-2024 14:51:36;0,1478238;1,248135;-0,05610156;352,3167;348,6771;9,821833;0;waiting for user to recenter
14-3-2024 14:51:36;0,1478857;1,248143;-0,05598651;352,3148;348,6962;9,793282;0;waiting for user to recenter
14-3-2024 14:51:37;0,1478697;1,248119;-0,05598122;352,3266;348,7258;9,723259;0;waiting for user to recenter
14-3-2024 14:51:37;0,1478608;1,248111;-0,05598068;352,3307;348,7414;9,726126;0;waiting for user to recenter
14-3-2024 14:51:37;0,1478937;1,248118;-0,05598976;352,3125;348,6403;9,906742;0;waiting for user to recenter
14-3-2024 14:51:37;0,1479242;1,248128;-0,055978;352,301;348,6498;9,931107;0;waiting for user to recenter
14-3-2024 14:51:37;0,1479387;1,248138;-0,05597323;352,3025;348,6592;9,935035;0;waiting for user to recenter
14-3-2024 14:51:37;0,1479358;1,248095;-0,05596386;352,2984;348,6332;9,900927;0;waiting for user to recenter
14-3-2024 14:51:37;0,1479317;1,248078;-0,05594195;352,3037;348,6464;9,891909;0;waiting for user to recenter
14-3-2024 14:51:37;0,147887;1,247988;-0,0558514;352,3148;348,6537;9,843179;0;waiting for user to recenter
14-3-2024 14:51:37;0,1478316;1,247876;-0,05574662;352,3409;348,6634;9,775291;0;waiting for user to recenter
14-3-2024 14:51:37;0,1477819;1,247782;-0,0556915;352,3532;348,6652;9,734127;0;waiting for user to recenter
14-3-2024 14:51:37;0,1477519;1,24777;-0,05569806;352,3684;348,6812;9,730833;0;waiting for user to recenter
14-3-2024 14:51:37;0,1477244;1,247764;-0,055664;352,3711;348,7284;9,744892;0;waiting for user to recenter
14-3-2024 14:51:37;0,1477379;1,247754;-0,05563605;352,3824;348,7103;9,763043;0;waiting for user to recenter
14-3-2024 14:51:37;0,1477793;1,247727;-0,05562088;352,3804;348,6941;9,798935;0;waiting for user to recenter
14-3-2024 14:51:37;0,1478037;1,247704;-0,05565023;352,3797;348,6628;9,840584;0;waiting for user to recenter
14-3-2024 14:51:37;0,1477773;1,247715;-0,05569303;352,3646;348,6562;9,844086;0;waiting for user to recenter
14-3-2024 14:51:37;0,1477173;1,247715;-0,05575059;352,3619;348,6624;9,83711;0;waiting for user to recenter
14-3-2024 14:51:37;0,1476549;1,247737;-0,05582141;352,3589;348,6782;9,821718;0;waiting for user to recenter
14-3-2024 14:51:37;0,1475833;1,247778;-0,05586511;352,3437;348,684;9,824085;0;waiting for user to recenter
14-3-2024 14:51:37;0,1475137;1,247823;-0,05586894;352,3458;348,6678;9,865683;0;waiting for user to recenter
14-3-2024 14:51:37;0,1474745;1,247858;-0,05585633;352,3254;348,6502;9,966491;0;waiting for user to recenter
14-3-2024 14:51:37;0,1474701;1,247891;-0,05588918;352,3466;348,6545;10,01646;0;waiting for user to recenter
14-3-2024 14:51:37;0,1474782;1,247869;-0,05595662;352,3519;348,6555;10,0135;0;waiting for user to recenter
14-3-2024 14:51:37;0,1474325;1,247759;-0,05603167;352,3739;348,6758;9,97014;0;waiting for user to recenter
14-3-2024 14:51:37;0,1473496;1,247643;-0,0561232;352,4052;348,7141;9,849979;0;waiting for user to recenter
14-3-2024 14:51:37;0,1472963;1,24754;-0,05619401;352,4084;348,7569;9,819367;0;waiting for user to recenter
14-3-2024 14:51:37;0,1472976;1,24743;-0,05622658;352,4215;348,7605;9,841978;0;waiting for user to recenter
14-3-2024 14:51:37;0,1473184;1,247351;-0,05622494;352,4396;348,7615;9,845968;0;waiting for user to recenter
14-3-2024 14:51:37;0,1473424;1,247277;-0,05621981;352,4659;348,7673;9,849639;0;waiting for user to recenter
14-3-2024 14:51:37;0,1473373;1,247169;-0,056223;352,5074;348,7795;9,825853;0;waiting for user to recenter
14-3-2024 14:51:37;0,147342;1,247035;-0,05623925;352,535;348,7866;9,802316;0;waiting for user to recenter
14-3-2024 14:51:37;0,1473361;1,246867;-0,05624582;352,55;348,8278;9,75528;0;waiting for user to recenter
14-3-2024 14:51:37;0,147325;1,246698;-0,05625676;352,5882;348,852;9,709546;0;waiting for user to recenter
