14-3-2024 14:46:31;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:31;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:31;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
14-3-2024 14:46:32;0;0;0;0;0;0;0;waiting for user to recenter
